Address;Living_space;Num_of_rooms;Renovation;Price;Total_area;Kitchen_area;Floor;Appliances_1;Appliances_2;Appliances_3;Appliances_4;Appliances_5;Appliances_6;Appliances_7;Appliances_8;Appliances_9;Appliances_10;Balcony_1;Balcony_2;Furniture_1;Furniture_2;Furniture_3;Internet_tv_1;Internet_tv_2;Bathroom_1;Bathroom_2;Utilities_1;Room_type_1;Room_type_2;Studio;Floors_in_b
Республика Татарстан, Казань, пр-т Победы, 139к2;36.0;2;2;27000;63.0;11.0;8;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;0;0;1;0;1;0;0;18
Республика Татарстан, Казань, ул. Профессора Камая, 10к3;;2;3;23000;42.0;10.0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;19
Республика Татарстан, Казань, ул. Академика Парина, 16;;1;1;24000;36.0;12.0;8;0;1;0;1;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;10
Республика Татарстан, Казань, Чистопольская ул., 82;20.0;1;1;24999;40.0;;3;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;9
Республика Татарстан, Казань, Щербаковский пер., 7;20.0;1;2;40000;55.0;20.0;15;0;1;0;1;1;0;1;1;1;1;0;0;1;1;1;1;1;0;1;0;0;0;0;25
Республика Татарстан, Казань, ул. Адоратского, 3;;2;2;30000;55.0;13.0;2;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;1;0;9
Республика Татарстан, Казань, Агрономическая ул., 20;40.0;2;2;35000;60.0;10.0;5;0;1;1;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;9
Республика Татарстан, Казань, Товарищеская ул., 34;33.0;1;2;35999;56.0;6.0;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;9
Республика Татарстан, Казань, Приволжский район, 33-й Военный городок, 4;25.0;2;1;18000;45.0;8.0;4;0;1;0;0;0;0;1;1;0;1;0;1;0;1;1;0;0;1;0;0;1;0;0;9
Республика Татарстан, Казань, пр-т Победы, 139к3;12.0;1;2;20000;36.0;10.0;12;0;1;0;1;0;0;1;1;1;1;0;1;1;1;1;0;1;1;0;0;0;0;0;16
Республика Татарстан, Казань, ул. Достоевского, 66/17;20.0;1;1;24999;37.0;10.0;4;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;10
Республика Татарстан, Казань, Волочаевская ул., 6;45.0;2;3;28000;60.0;8.0;8;0;1;0;0;0;0;1;1;1;1;0;0;1;1;1;1;1;1;0;0;1;0;0;10
Республика Татарстан, Казань, Камская ул., 21;40.0;2;2;25000;70.0;15.0;2;0;1;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;2
Республика Татарстан, Казань, ул. Павлюхина, 110В;;1;2;35000;45.0;6.0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22
Республика Татарстан, Казань, ул. Николая Ершова, 65Б/3;32.0;2;3;30000;52.0;9.0;8;0;1;0;1;1;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;1;0;0;19
Республика Татарстан, Казань, Авиастроительный район, ул. Чапаева, 21;;2;1;20000;54.9;9.0;9;0;1;0;0;0;0;0;1;1;1;1;0;1;1;1;0;0;1;0;0;1;0;0;10
Республика Татарстан, Казань, ул. Сибгата Хакима, 37;;3;2;35000;85.0;12.0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;9
Республика Татарстан, Казань, ул. Рауиса Гареева, 107;14.0;1;1;20000;31.0;;8;0;0;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;1;20
Республика Татарстан, Казань, пр-т Победы, 139к2;49.0;2;3;34990;60.0;8.0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;24
Республика Татарстан, Казань, ул. Юлиуса Фучика, 86;20.0;1;2;23000;40.0;10.0;3;0;0;0;1;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;10
Республика Татарстан, Казань, Чистопольская ул., 25;;3;1;37000;90.0;11.0;7;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;1;0;0;1;0;0;16
Республика Татарстан, Казань, ул. Юлиуса Фучика, 36;;3;3;37000;66.0;25.0;8;0;1;1;1;0;0;1;1;0;1;1;1;1;1;1;1;1;0;1;0;1;1;0;9
Республика Татарстан, Казань, ул. Комарова, 4;;2;1;24000;45.0;13.0;3;0;0;0;0;0;0;1;1;1;1;1;0;1;1;1;0;1;1;0;0;1;0;0;5
Республика Татарстан, Казань, Чистопольская ул., 86/10;;3;3;90000;110.0;15.0;9;0;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;0;22
Республика Татарстан, Казань, ул. Декабристов, 87;45.0;3;1;25000;66.0;8.0;7;0;1;0;0;0;0;1;1;1;1;0;1;1;1;1;0;0;1;0;0;1;0;0;10
Республика Татарстан, Казань, ул. Аделя Кутуя, 110Дк3;;2;2;30000;50.0;9.0;9;0;0;0;1;0;0;1;1;1;1;0;1;1;1;1;0;0;0;1;0;1;0;0;20
Республика Татарстан, Казань, 2-я Ленинградская ул., 4;27.0;1;2;27000;30.0;;3;0;0;0;1;0;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;10
Республика Татарстан, Казань, ул. Разведчика Ахмерова, 9;;3;3;50000;90.0;15.0;9;0;1;1;1;1;0;1;1;1;1;0;0;1;1;1;1;1;0;0;0;1;0;0;19
Республика Татарстан, Казань, ул. Мидхата Булатова, 5;;3;2;40000;105.0;25.0;2;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;0;0;0;1;0;1;0;0;5
Республика Татарстан, Казань, ул. Сафиуллина, 16;19.0;1;2;19000;34.0;8.0;8;0;1;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;9
Республика Татарстан, Казань, ул. Адоратского, 4;;1;2;23000;45.0;10.0;5;0;1;1;0;0;0;1;1;1;1;0;1;1;1;1;1;1;0;0;0;0;0;0;14
Республика Татарстан, Казань, ул. Азата Аббасова, 12;18.0;1;1;23000;35.0;9.0;10;0;1;0;1;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;10
Республика Татарстан, Казань, ул. Сибгата Хакима, 50;18.0;1;2;28000;42.0;12.0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20
Республика Татарстан, Казань, Зилантовская ул., 20;10.0;2;1;15000;60.0;10.0;13;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;18
Республика Татарстан, Казань, пр-т Ямашева, 31;;1;2;25000;40.0;8.0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9
Республика Татарстан, Казань, ул. Достоевского, 57;30.0;1;2;35000;50.0;18.0;12;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;17
Республика Татарстан, Казань, пр. Юнуса Ахметзянова, 8;45.0;2;2;32000;60.0;10.0;8;0;1;1;1;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;20
Республика Татарстан, Казань, ул. Симонова, 16;;1;2;16000;40.0;6.0;6;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;6
Республика Татарстан, Казань, ул. Аметьевская Магистраль, 4;30.0;2;2;35000;55.0;13.0;9;0;1;0;0;0;0;1;1;1;1;0;1;1;1;1;1;0;1;0;0;1;0;0;10
Республика Татарстан, Казань, Окольная ул., 11;;1;2;23000;50.0;15.0;7;0;1;0;1;0;0;1;1;1;1;0;1;1;1;1;1;0;0;1;0;0;0;0;10
Республика Татарстан, Казань, ул. Хайдара Бигичева, 24/45;35.0;2;1;25000;55.0;10.0;7;0;1;0;1;0;0;1;1;1;1;1;0;0;0;0;1;0;1;0;0;1;0;0;9
Республика Татарстан, Казань, ул. Ноксинский Спуск, 20;19.0;1;1;17000;39.0;10.0;2;0;1;0;0;0;0;0;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;10
Республика Татарстан, Казань, пр-т Альберта Камалеева, 14;;1;2;28000;43.0;8.0;6;0;1;1;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;1;0;0;0;16
Республика Татарстан, Казань, Краснококшайская ул., 84Бк1;44.0;2;2;28000;70.0;13.0;4;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;1;0;0;16
Республика Татарстан, Казань, ул. Алексея Козина, 5;45.0;2;2;35000;60.0;11.0;10;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;0;1;0;1;0;1;0;0;17
Республика Татарстан, Казань, ул. Родины, 33Бк1;16.0;1;1;24000;34.0;9.0;3;0;1;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;9
Республика Татарстан, Казань, ул. Рауиса Гареева, 105Б;30.0;2;2;28000;52.0;13.0;17;0;1;0;0;0;0;1;1;1;1;0;0;1;1;1;1;1;1;0;0;1;0;0;24
Республика Татарстан, Казань, ул. Фатыха Амирхана, 22А;22.0;1;1;22000;30.1;6.5;2;0;1;0;1;0;0;1;1;1;1;0;0;1;1;1;1;1;0;1;0;0;0;0;9
Республика Татарстан, Казань, ул. Островского, 59;80.0;3;3;99999;144.0;30.0;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;5
Республика Татарстан, Казань, Чистопольская ул., 64;20.0;1;2;25000;38.0;8.0;3;0;1;0;1;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;14
Республика Татарстан, Казань, Советский район, микрорайон Азино-1, ул. Закиева, 20к1;24.0;2;2;30000;50.0;8.0;10;0;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;1;0;0;12
Республика Татарстан, Казань, ул. Альфии Авзаловой, 15;45.0;2;1;17000;65.0;15.0;7;0;0;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;1;0;0;1;0;0;18
Республика Татарстан, Казань, ул. Салиха Батыева, 21;18.0;1;3;30000;50.0;15.0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;10
Республика Татарстан, Казань, улица Аделя Кутуя, 44А;47.0;2;2;26000;60.0;7.0;2;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;9
Республика Татарстан, Казань, ул. Адоратского, 1А;;2;2;35000;72.0;18.0;14;0;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;0;0;14
Республика Татарстан, Казань, Кировский район, Шоссейная ул., 57;53.0;2;3;69000;70.0;10.0;18;0;1;0;1;1;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;1;0;0;26
Республика Татарстан, Казань, Тэцевская ул., 4Б;;1;1;20000;36.0;10.0;4;0;0;0;0;0;0;1;1;1;1;0;1;1;1;1;0;0;0;1;0;0;0;0;12
Республика Татарстан, Казань, ул. Толбухина, 3;40.0;2;2;30000;60.0;10.0;10;0;1;1;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;1;0;0;10
Республика Татарстан, Казань, Приволжский район, микрорайон Горки-3, Дубравная ул., 36;;2;2;25000;55.0;15.0;11;0;1;1;1;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;1;0;16
Республика Татарстан, Казань, Вахитовский район, ул. Толстого, 14А;52.0;3;3;44999;90.0;18.0;3;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;19
Республика Татарстан, Казань, улица Академика Глушко, 28;20.0;1;1;17000;32.0;7.0;5;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;7
Республика Татарстан, Казань, Чистопольская ул., 79;70.0;3;2;100000;95.0;10.0;3;0;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;9
Республика Татарстан, Казань, ул. Сибгата Хакима, 15;35.0;1;3;34999;55.0;13.0;3;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;14
Республика Татарстан, Казань, ул. Адоратского, 34;55.0;3;2;30000;67.0;12.0;5;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;0;1;0;0;1;0;0;9
Республика Татарстан, Казань, ул. Маршала Чуйкова, 63А;;1;1;17000;60.0;15.0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9
Республика Татарстан, Казань, ул. Япеева, 10;;4;3;110000;151.0;38.0;5;0;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;0;0;6
Республика Татарстан, Казань, ул. Мустая Карима, 3;25.0;1;1;14000;38.0;9.0;11;0;0;0;0;0;0;0;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;18
Республика Татарстан, Казань, ул. Разведчика Ахмерова, 9;;2;2;26000;47.0;15.0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;19
Республика Татарстан, Казань, Вахитовский район, ул. Татарстан, 14/59;;3;3;135000;123.0;10.0;5;0;1;0;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;0;0;1;0;0;8
Республика Татарстан, Казань, ул. Четаева, 14Ак2;40.0;2;2;30000;65.0;13.0;6;0;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;0;0;18
Республика Татарстан, Казань, ул. Лесгафта, 21;35.0;2;3;39999;57.0;18.0;5;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;7
Республика Татарстан, Казань, Университетская ул., 20;55.0;2;3;39999;72.0;9.0;4;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;4
Республика Татарстан, Казань, ул. Азата Аббасова, 13;;3;1;30000;90.0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
Республика Татарстан, Казань, ул. Сабира Ахтямова, 1к1;;1;3;30000;44.0;12.0;10;0;1;0;0;0;0;1;1;1;1;0;1;1;1;1;0;1;0;1;0;0;0;0;17
Республика Татарстан, Казань, ул. Павлюхина, 99Б;26.8;2;2;45000;51.6;11.0;4;0;1;0;1;0;0;1;1;1;1;0;1;1;1;1;1;1;1;0;0;1;0;0;10
Республика Татарстан, Казань, ул. Сибгата Хакима, 60;28.0;2;2;30000;48.0;16.0;14;0;1;1;1;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;1;0;25
Республика Татарстан, Казань, ул. Волкова, 26;20.0;1;3;35000;37.0;10.0;3;0;1;1;1;0;0;1;1;1;1;0;1;1;1;1;0;0;0;1;0;0;0;0;3
Республика Татарстан, Казань, ул. Павлюхина, 128;30.0;1;2;35000;49.0;12.0;9;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;19
Республика Татарстан, Казань, ул. Салиха Батыева, 21;35.0;1;1;24999;50.0;10.0;6;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;10
Республика Татарстан, Казань, ул. Энергетиков, 5;;1;2;18000;33.0;7.0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9
Республика Татарстан, Казань, ул. Лесгафта, 28;74.0;2;3;38000;105.0;8.0;6;0;1;1;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;9
Республика Татарстан, Лаишевский район, Столбищенское сельское поселение, село Усады, жилой комплекс Южный Парк, Сиреневая улица, 4;34.0;2;2;19000;48.0;10.0;3;0;1;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;1;0;0;5
Республика Татарстан, Казань, ул. Четаева, 46;38.0;3;1;27000;70.0;9.0;4;0;1;0;1;0;0;1;1;1;1;1;0;0;1;1;1;0;1;0;0;1;0;0;10
Республика Татарстан, Казань, Щербаковский пер., 7;60.0;2;3;90000;90.0;15.0;17;0;1;1;1;1;0;1;1;1;1;0;0;1;1;1;0;0;0;1;0;1;0;0;26
Республика Татарстан, Пестречинский р-н, Шигалеевское сельское поселение, с. Новое Шигалеево, ул. Габдуллы Тукая, 33;18.0;1;1;12000;35.0;8.0;1;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;3
Республика Татарстан, Казань, Чистопольская ул., 81;80.0;4;1;80000;120.0;15.0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;9
Республика Татарстан, Пестречинский р-н, Богородское сельское поселение, д. Куюки, 3-й квартал, 4;25.0;2;2;15000;44.0;6.0;3;0;0;0;0;0;0;0;1;1;1;0;0;1;1;1;0;1;0;0;0;1;0;0;3
Республика Татарстан, Казань, ул. Бутлерова, 45;35.0;2;2;40000;55.0;9.0;4;0;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;1;0;0;4
Республика Татарстан, Казань, ул. Четаева, 56;;4;2;60000;130.0;30.0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;5
Республика Татарстан, Казань, пр-т Ямашева, 103;23.0;1;2;25000;43.0;10.0;7;0;1;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;18
Республика Татарстан, Казань, ул. Четаева, 56;;4;2;60000;130.0;30.0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;5
Республика Татарстан, Казань, ул. Рауиса Гареева, 102к1;28.0;1;2;24999;46.0;6.0;6;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;14
Республика Татарстан, Казань, улица Маршала Чуйкова, 64;20.0;1;1;20000;40.0;10.0;7;0;1;0;1;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;9
Республика Татарстан, Казань, пр-т Ямашева, 102;27.0;2;1;23000;46.0;9.0;9;0;1;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;0;0;9
Республика Татарстан, Казань, проезд Юнуса Ахметзянова, 3;37.0;2;2;50000;70.0;14.0;14;0;1;0;1;0;0;0;1;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;19
Республика Татарстан, Казань, ул. Алексея Козина, 2;39.6;3;2;60000;60.5;7.2;3;0;1;0;0;1;0;0;1;1;1;0;0;1;1;1;0;0;1;0;0;1;0;0;18
Республика Татарстан, Казань, ул. Волкова, 12;27.0;1;2;55000;37.0;10.0;3;0;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;8
Республика Татарстан, Казань, Хороводная ул., 50;;1;1;22000;38.0;10.0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
Республика Татарстан, Казань, Ново-Савиновский район, Меридианная ул., 2;30.0;2;2;60000;63.0;18.0;9;0;1;0;1;1;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;1;0;0;24
Республика Татарстан, Лаишевский р-н, Столбищенское сельское поселение, с. Усады, Счастливая ул., 6;21.0;1;2;17000;45.0;10.0;14;0;1;1;0;1;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;14
Республика Татарстан, Казань, ул. Галиаскара Камала, 51;77.0;3;1;49999;115.0;15.0;3;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;6
Республика Татарстан, Казань, ул. Туганлык, 5А;;2;2;30000;60.0;8.0;4;0;1;0;1;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;1;0;5
Республика Татарстан, Казань, пр-т Победы, 139к1;;1;2;25000;37.0;9.0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16
Республика Татарстан, Казань, ул. Виктора Сажинова, 3;30.0;2;1;17000;56.0;14.0;5;0;1;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;1;0;0;1;0;0;18
Республика Татарстан, Казань, пр-т Ямашева, 75;28.0;2;2;22000;51.0;9.5;1;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;1;0;0;1;0;0;9
Республика Татарстан, Казань, улица Алексея Козина, 3Ак2;25.0;1;2;29999;43.0;12.0;11;0;1;0;1;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;16
Республика Татарстан, Казань, ул. Юлиуса Фучика, 68;;2;1;20000;64.0;8.0;5;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;0;0;9
Республика Татарстан, Казань, ул. Фикрята Табеева, 3;16.0;1;2;18000;36.0;10.0;2;0;1;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;10
Республика Татарстан, Казань, ул. Четаева, 10;30.0;1;3;29999;45.0;15.0;5;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;10
Республика Татарстан, Казань, ул. Академика Глушко, 9к1;32.0;2;1;20000;55.0;10.0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;10
Республика Татарстан, Казань, Волгоградская ул., 20/32;36.0;3;1;27000;59.0;8.0;3;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;1;0;0;1;0;0;9
Республика Татарстан, Казань, ул. Хусаина Мавлютова, 42;30.0;2;1;22000;50.0;10.0;14;0;1;0;0;0;0;0;1;1;1;1;0;1;1;1;0;0;0;1;0;1;0;0;16
Республика Татарстан, Казань, ул. Лукина, 12;35.0;2;1;20000;54.0;10.0;8;0;1;0;0;0;0;0;1;1;1;0;1;1;1;1;1;1;1;0;0;1;1;0;9
Республика Татарстан, Казань, Бойничная ул., 5;25.0;1;1;25000;50.0;14.0;2;0;0;0;1;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;9
Республика Татарстан, Казань, Чистопольская ул., 88;33.0;2;2;49999;46.0;12.0;4;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;22
Республика Татарстан, Казань, ул. Хади Такташа, 83;30.0;2;1;19000;46.0;6.0;5;0;1;1;0;0;0;0;1;1;1;1;0;0;1;1;0;0;0;1;0;0;1;0;5
Республика Татарстан, Казань, ул. Четаева, 2/77;;1;2;25000;38.0;9.0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9
Республика Татарстан, Казань, пр-т Победы, 139Ак1;52.0;2;2;34999;68.0;16.0;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;18
Республика Татарстан, Казань, ул. Академика Глушко, 6;;3;1;33000;82.0;15.0;2;0;1;1;1;0;0;1;1;1;1;1;0;1;1;1;1;0;1;0;0;1;0;0;12
Республика Татарстан, Казань, ул. Галиаскара Камала, 51;75.0;3;2;55000;102.0;20.0;3;0;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;6
Республика Татарстан, Казань, ул. Павлюхина, 110Г;;1;2;35000;41.0;9.0;10;0;1;0;1;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;19
Республика Татарстан, Казань, ул. Разведчика Ахмерова, 5;20.0;1;2;30000;42.0;15.0;6;0;1;1;0;0;0;1;1;1;1;0;1;1;1;1;0;0;0;1;0;0;0;0;10
Республика Татарстан, Казань, ул. Тунакова, 45к1;;1;2;23000;40.0;10.0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9
Республика Татарстан, Казань, ул. Коротченко, 2;12.0;1;0;24000;30.0;7.0;2;0;0;1;0;0;0;1;1;1;1;0;0;0;1;0;1;1;0;1;1;0;0;0;5
Республика Татарстан, Казань, ул. Адоратского, 3В;;1;2;27000;44.0;6.0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18
Республика Татарстан, Казань, Чистопольская ул., 60;35.0;2;2;27000;75.0;9.0;3;0;1;1;1;0;0;1;1;1;1;0;0;1;1;1;0;1;0;0;0;1;0;0;9
Республика Татарстан, Казань, ул. Гаврилова, 20А;;1;2;20000;37.0;8.0;1;0;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;15
Республика Татарстан, Казань, ул. Четаева, 68;;1;1;20000;37.0;8.0;5;0;1;0;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;9
Республика Татарстан, Казань, Вахитовский район, ул. Татарстан, 64;40.0;2;1;34999;60.0;10.0;3;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;5
Республика Татарстан, Казань, Тэцевская ул., 4Е;;1;2;23000;32.0;;1;0;1;0;0;0;0;1;1;1;1;0;0;1;1;1;1;1;1;1;0;0;0;1;7
Республика Татарстан, Казань, Приволжский район, микрорайон Горки-3, Дубравная ул., 65;22.0;1;3;27000;50.0;10.0;2;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;5
Республика Татарстан, Казань, Авангардная улица, 87;;1;2;16000;20.0;;7;0;1;0;0;0;0;1;1;1;1;0;0;1;1;1;1;1;0;1;0;0;0;1;9
Республика Татарстан, Казань, ул. Голубятникова, 11А;;1;1;20000;30.0;10.0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
Республика Татарстан, Казань, ул. Сибгата Хакима, 5;26.0;1;1;29999;50.0;10.0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7
Республика Татарстан, Казань, ул. Космонавтов, 42А;31.0;2;1;29999;67.0;16.0;5;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;9
Республика Татарстан, Казань, Маршрутная ул., 16;;2;1;35000;56.0;10.0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10
Республика Татарстан, Казань, Тэцевская ул., 4В;40.0;2;2;23000;50.0;10.0;4;0;1;0;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;7
Республика Татарстан, Казань, ул. Братьев Касимовых, 35;16.0;1;1;30000;35.0;14.0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25
Республика Татарстан, Пестречинский р-н, Богородское сельское поселение, д. Куюки, 4-й квартал, 4;30.0;1;2;12000;40.0;10.0;2;0;0;0;0;0;0;0;1;1;1;0;0;1;1;1;0;0;0;1;0;0;0;0;3
Республика Татарстан, Казань, ул. Юлиуса Фучика, 30;18.0;1;1;14000;33.0;8.0;5;0;1;0;0;0;0;0;0;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;10
Республика Татарстан, Казань, ул. Зур Урам, 1Кк2;47.0;3;2;39999;62.0;9.0;5;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;9
Республика Татарстан, Казань, ул. Рауиса Гареева, 102к1;32.0;2;2;30000;62.0;12.0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;14
