Address;Living_space;Num_of_rooms;Renovation;Price;Total_area;Kitchen_area;Floor;Appliances_1;Appliances_2;Appliances_3;Appliances_4;Appliances_5;Appliances_6;Appliances_7;Appliances_8;Appliances_9;Appliances_10;Balcony_1;Balcony_2;Furniture_1;Furniture_2;Furniture_3;Internet_tv_1;Internet_tv_2;Bathroom_1;Bathroom_2;Utilities_1;Room_type_1;Room_type_2;Studio;Floors_in_b
Республика Татарстан, Казань, Оренбургский тракт, 4Б;20.0;1;1;23000;32.0;6.0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19
Республика Татарстан, Казань, ул. Зур Урам, 1К;30.0;2;1;29999;55.0;8.0;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;9
Республика Татарстан, Казань, ул. Восход, 16;;3;2;45000;110.0;15.0;8;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;18
Республика Татарстан, Казань, Чистопольская улица, 66;45.0;2;2;37000;67.0;10.0;5;0;0;0;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;11
Республика Татарстан, Казань, ул. Академика Лаврентьева, 9;20.0;1;2;20000;36.0;10.0;6;0;1;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;10
Республика Татарстан, Казань, ул. Рашида Вагапова, 3;;2;1;26000;55.0;9.0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9
Республика Татарстан, Казань, ул. Кул Гали, 27;;1;1;20000;37.0;10.0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10
Республика Татарстан, Казань, Щербаковский пер., 7;35.0;2;2;45000;75.0;15.0;7;0;1;0;1;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;1;0;26
Республика Татарстан, Казань, ул. Баки Урманче, 1;36.0;2;2;27000;54.0;9.0;13;0;1;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;1;1;0;19
Республика Татарстан, Казань, ул. Девятаева, 11;34.0;2;3;28000;43.0;9.0;5;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;1;0;0;0;1;0;0;9
Республика Татарстан, Казань, ул. Аметьевская Магистраль, 6;41.0;2;1;39999;60.0;11.0;4;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;10
Республика Татарстан, Казань, Приволжский район, 33-й Военный городок, 8;45.0;2;2;25000;60.0;15.0;5;0;0;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;1;0;1;0;9
Республика Татарстан, Казань, ул. Зур Урам, 1Кк2;;2;2;24000;73.0;15.0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;8
Республика Татарстан, Казань, ул. Аделя Кутуя, 110Е;20.0;1;2;25000;30.0;;1;0;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;1;19
Республика Татарстан, Казань, ул. Фатыха Амирхана, 23;77.0;3;1;39990;100.0;10.0;9;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;18
Республика Татарстан, Казань, ул. Карла Маркса, 47А;;2;2;30000;32.0;6.0;3;0;0;1;0;0;0;1;1;1;1;0;0;1;1;1;0;1;0;1;0;1;0;0;4
Республика Татарстан, Казань, Чистопольская ул., 40;103.0;3;3;120000;120.0;17.0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;16
Республика Татарстан, Казань, ул. Юлиуса Фучика, 82;;2;2;24000;65.0;10.0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;9
Республика Татарстан, Казань, ул. Карима Тинчурина, 19;;1;2;25000;30.0;6.0;1;0;1;0;0;0;0;1;1;1;1;0;0;1;1;1;1;1;0;1;0;0;0;0;5
Республика Татарстан, Казань, ул. Мусина, 72;;2;1;20000;44.0;10.0;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;9
Республика Татарстан, Казань, ул. Заслонова, 40к2;45.0;2;3;140000;80.0;15.0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;18
Республика Татарстан, Казань, ул. Сары Садыковой, 4А;28.0;1;1;30000;40.0;8.0;6;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6
Республика Татарстан, Казань, Товарищеская ул., 28/70;18.0;1;1;23000;30.0;4.0;2;0;0;0;0;0;0;1;1;1;1;0;0;0;1;1;1;1;0;1;0;0;0;0;5
Республика Татарстан, Казань, ул. Рихарда Зорге, 89;18.0;1;1;23000;30.0;4.0;3;0;1;0;0;0;0;1;1;1;1;0;0;1;1;1;1;1;1;0;0;0;0;0;9
Республика Татарстан, Казань, Чистопольская ул., 36;;4;2;65000;110.0;12.0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;13
Республика Татарстан, Казань, ул. Аметьевская Магистраль, 16к1;;1;2;25000;36.0;10.0;15;0;1;0;1;0;0;1;1;1;1;0;1;1;1;1;0;0;0;1;0;0;0;0;21
Республика Татарстан, Казань, ул. Баки Урманче, 10;60.0;3;3;45000;100.0;15.0;7;0;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;0;16
Республика Татарстан, Казань, ул. Мусина, 49А;;3;2;26000;60.0;8.0;3;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;1;0;0;5
Республика Татарстан, Казань, ул. Сибгата Хакима, 5А;;3;3;75000;100.0;25.0;5;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;9
Республика Татарстан, Казань, пр-т Ямашева, 43;;1;2;26000;40.0;8.0;6;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;16
Республика Татарстан, Казань, ул. Нигматуллина, 5;;1;2;25000;45.0;10.0;2;0;1;0;1;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;12
Республика Татарстан, Казань, Чистопольская ул., 84/11;;3;3;68000;110.0;20.0;6;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;12
Республика Татарстан, Казань, ул. Академика Губкина, 30А;;3;2;28000;96.0;10.0;8;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;1;0;0;10
Республика Татарстан, Пестречинский р-н, Богородское сельское поселение, д. Куюки, 15-й квартал, 7;;1;1;12000;26.0;5.0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
Республика Татарстан, Казань, 2-я Ленинградская ул., 4;23.0;1;2;25000;35.0;12.0;8;0;1;0;1;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;0;0;0;10
Республика Татарстан, Казань, ул. Восстания, 62;21.0;1;2;25000;50.0;14.0;9;0;1;1;0;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;1;0;0;0;10
Республика Татарстан, Казань, ул. Маяковского, 13;17.0;2;3;31999;35.0;14.0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;3
Республика Татарстан, Казань, ул. Сибгата Хакима, 17;35.0;1;2;35000;55.0;20.0;14;0;1;0;1;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;14
Республика Татарстан, Казань, ул. Декабристов, 189;;3;2;50000;120.0;;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
Республика Татарстан, Казань, Стадионная ул., 7;;1;1;18000;70.0;;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14
Республика Татарстан, Казань, ул. Юлиуса Фучика, 12;;3;1;35000;70.0;10.0;1;0;1;0;0;0;0;0;1;1;1;0;1;1;1;1;1;0;1;0;0;1;0;0;4
Республика Татарстан, Казань, ул. Адоратского, 41;;2;1;25000;62.8;9.0;6;0;1;0;1;0;0;0;1;1;1;0;1;1;1;1;0;0;1;0;0;1;0;0;9
Республика Татарстан, Казань, ул. Нигматуллина, 5;;1;1;25000;40.0;10.0;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;12
Республика Татарстан, Казань, ул. Декабристов, 127;;1;2;18000;32.0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;9
Республика Татарстан, Казань, ул. Алексея Козина, 2;;1;3;40000;40.0;9.0;16;0;1;1;1;1;0;1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;20
Республика Татарстан, Казань, пр-т Альберта Камалеева, 1;100.0;3;3;100000;135.0;30.0;8;0;1;1;1;1;0;1;1;1;1;0;0;1;1;1;1;1;1;0;1;1;0;0;37
Республика Татарстан, Казань, ул. Николая Ершова, 66В;;1;2;35000;38.0;12.0;9;0;1;0;1;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;10
Республика Татарстан, Казань, ул. Баки Урманче, 6;;2;2;26000;56.0;22.0;6;0;1;1;0;0;0;1;1;1;1;0;0;1;1;1;1;1;1;0;0;1;1;0;18
Республика Татарстан, Казань, ул. Четаева, 68;16.0;1;1;20000;34.0;11.0;7;0;1;0;0;0;0;1;1;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;9
Республика Татарстан, Казань, Краснококшайская ул., 125;;2;2;23000;48.0;10.0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5
Республика Татарстан, Пестречинский р-н, Шигалеевское сельское поселение, с. Новое Шигалеево, ул. Габдуллы Тукая, 39;16.2;1;1;15000;30.3;7.6;1;0;0;0;0;0;0;0;1;1;1;0;0;1;1;1;1;1;0;1;1;0;0;0;3
Республика Татарстан, Пестречинский р-н, Шигалеевское сельское поселение, с. Новое Шигалеево, ул. Габдуллы Тукая, 7;15.0;1;2;11000;24.0;7.0;3;0;0;0;0;0;0;0;0;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;3
Республика Татарстан, Казань, ул. Рихарда Зорге, 90;30.0;2;1;24999;52.0;8.0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;9
Республика Татарстан, Казань, пр-т Победы, 46Б;;1;2;30000;52.0;10.0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19
Республика Татарстан, Казань, Чистопольская ул., 86/10;78.0;1;3;119999;100.0;;10;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;20
Республика Татарстан, Казань, Щербаковский пер., 7;;3;3;85000;91.0;18.0;15;0;1;1;1;1;0;1;1;1;1;0;0;1;1;1;1;1;0;1;0;1;0;0;26
Республика Татарстан, Казань, ул. Рихарда Зорге, 119;;1;1;18000;38.0;10.0;13;0;0;0;1;0;0;1;1;1;1;1;0;1;1;1;0;0;1;0;0;0;0;0;14
Республика Татарстан, Казань, ул. Рашида Вагапова, 8/15;;1;1;15000;35.0;8.0;5;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;10
Республика Татарстан, Казань, пр-т Победы, 90;21.0;1;2;20000;30.0;4.0;3;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;16
Республика Татарстан, Казань, ул. Юлиуса Фучика, 127;18.0;1;1;17000;34.0;9.0;3;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;0;0;1;0;0;0;0;10
Республика Татарстан, Казань, ул. Вишневского, 11А;75.0;3;2;60000;110.0;25.0;3;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;8
Республика Татарстан, Казань, Лево-Булачная ул., 16;;1;2;45000;60.0;25.0;2;0;1;1;1;1;0;1;1;1;1;0;0;1;1;1;1;1;0;1;0;0;0;0;4
Республика Татарстан, Казань, ул. Профессора Камая, 10к3;26.0;1;2;24999;44.0;8.0;8;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;15
Республика Татарстан, Казань, Вахитовский район, ул. Калинина, 69;60.0;3;1;37999;85.0;10.0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;9
Республика Татарстан, Казань, ул. Островского, 27;70.0;3;3;130000;110.0;16.0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;4
Республика Татарстан, Казань, Товарищеская ул., 33;;1;2;20000;32.0;6.0;3;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;5
Республика Татарстан, Казань, ул. Академика Глушко, 22Г;58.0;3;2;34999;83.0;10.0;6;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;17
Республика Татарстан, Казань, пр-т Ибрагимова, 87;;2;2;20000;50.0;10.0;1;0;1;0;0;0;0;0;1;1;1;0;0;1;1;1;1;1;0;0;0;1;0;0;5
Республика Татарстан, Казань, пр-т Победы, 152/33;20.0;1;2;23000;45.0;10.0;9;0;0;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;19
Республика Татарстан, Лаишевский р-н, с. Усады, Уютная ул., 12;;1;2;19000;38.0;;8;0;1;0;0;0;0;1;1;1;1;0;0;1;1;1;1;0;0;0;0;0;0;1;19
Республика Татарстан, Казань, пр. Юнуса Ахметзянова, 10;32.0;2;1;35000;55.0;12.0;5;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;1;1;0;20
Республика Татарстан, Казань, Чистопольская ул., 79;30.0;1;2;35000;52.0;12.0;7;0;1;1;1;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;9
Республика Татарстан, Казань, ул. Алексея Козина, 2;;1;3;30000;27.6;;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
Республика Татарстан, Казань, Зилантовская ул., 18;14.0;3;1;20000;87.0;46.0;14;0;1;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;1;0;0;1;0;0;18
Республика Татарстан, Казань, ул. Восход, 3;30.0;1;2;16000;40.0;10.0;4;0;0;0;0;0;0;0;1;1;1;1;0;1;1;1;0;0;1;0;0;0;0;0;9
Республика Татарстан, Казань, пр-т Победы, 66;28.0;2;2;30000;53.0;15.0;7;0;0;0;0;0;0;1;1;1;1;1;0;1;1;1;0;1;1;0;0;1;0;0;9
Республика Татарстан, Казань, ул. Алексея Козина, 2;32.0;2;3;70000;52.0;12.0;14;0;0;1;1;1;0;1;1;1;1;1;0;1;1;1;1;0;0;1;0;1;1;0;20
Республика Татарстан, Казань, Чистопольская ул., 64;;2;2;65000;80.3;11.0;14;0;1;1;1;0;0;1;1;1;1;1;0;1;1;1;1;0;0;1;0;1;0;0;14
Республика Татарстан, Казань, ул. Генерала Махмута Гареева, 3;34.0;2;1;17000;55.0;10.0;5;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;10
Республика Татарстан, Казань, Театральная ул., 31к1;;1;1;40000;100.0;20.0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
Республика Татарстан, Казань, ул. Короленко, 28Б;27.0;2;3;34999;45.0;10.0;15;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;21
Республика Татарстан, Казань, Щербаковский пер., 7;;4;3;85000;90.0;18.5;15;0;1;1;1;1;0;1;1;1;1;0;0;1;1;0;1;1;1;0;0;1;1;0;25
Республика Татарстан, Казань, пр. Яраткан, 4В;;2;3;30000;54.0;9.0;14;0;0;0;0;0;0;0;1;1;1;0;1;1;1;1;0;0;0;1;0;1;0;0;24
Республика Татарстан, Казань, пр. Яраткан, 4В;;2;3;30000;54.0;9.0;14;0;0;0;0;0;0;0;1;1;1;0;1;1;1;1;0;0;0;1;0;1;0;0;24
Республика Татарстан, Казань, ул. Адоратского, 1;28.0;1;2;33000;45.0;10.0;5;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;12
Республика Татарстан, Казань, Чистопольская ул., 17;21.0;1;2;20000;36.0;8.0;4;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;10
Республика Татарстан, Казань, ул. Родины, 24В;21.0;1;2;34999;46.0;12.0;10;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;19
Республика Татарстан, Казань, ул. Четаева, 48;18.0;1;1;13000;33.0;7.5;2;0;1;0;0;0;0;0;0;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;10
Республика Татарстан, Казань, ул. Комиссара Габишева, 10;;2;0;23000;50.0;12.0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;10
Республика Татарстан, Казань, Роторная ул., 27Е;20.0;1;2;32999;40.0;9.0;8;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;10
Республика Татарстан, Казань, Ново-Савиновский район, Меридианная ул., 4;60.0;3;1;54999;80.0;16.0;6;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;12
Республика Татарстан, Казань, ул. Сибгата Хакима, 15;95.0;4;3;130000;130.0;15.0;15;0;1;0;1;1;0;1;1;1;1;0;0;0;1;1;1;1;1;1;0;1;1;0;17
Республика Татарстан, Казань, ул. Галеева, 8Ак1;27.0;1;1;24999;33.0;6.0;14;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;19
Республика Татарстан, Казань, ул. Аметьевская Магистраль, 18к3;40.0;2;2;31999;51.0;7.0;6;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;26
Республика Татарстан, Казань, Приволжский район, микрорайон Горки-3, Дубравная ул., 14;46.0;2;2;35000;80.0;12.0;4;0;1;1;1;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;16
Республика Татарстан, Казань, ул. Марселя Салимжанова, 21;;3;2;55000;110.0;25.0;3;0;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;0;0;5
Республика Татарстан, Казань, проезд Созидателей, 13;25.0;1;1;22000;40.0;10.0;6;0;1;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;9
Республика Татарстан, Казань, ул. Волкова, 7/29;40.0;2;3;53000;60.0;10.0;6;0;1;0;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;0;0;1;0;0;7
Республика Татарстан, Казань, ул. Амирхана Еники, 10;25.0;1;3;44999;42.0;;9;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;10
Республика Татарстан, Казань, Комсомольская ул., 1;18.0;2;2;36000;52.0;21.0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;16
Республика Татарстан, Казань, ул. Хусаина Мавлютова, 17Ек3;50.0;2;3;30000;68.0;15.0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;22
Республика Татарстан, Казань, пр-т Альберта Камалеева, 34;35.0;2;2;35000;55.0;10.0;8;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;1;0;0;21
Республика Татарстан, Казань, ул. Вишневского, 4/53;65.0;3;2;49999;86.0;12.0;8;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;10
Республика Татарстан, Казань, ул. Галимджана Баруди, 4к2;30.0;1;3;35000;40.0;10.0;11;0;1;0;1;0;0;1;1;1;1;0;0;1;1;1;0;1;0;1;0;0;0;0;18
Республика Татарстан, Казань, ул. Юлиуса Фучика, 75;;1;1;20000;35.0;8.0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9
Республика Татарстан, Казань, пр-т Ильгама Шакирова, 12/4;45.0;3;1;19000;72.0;12.0;7;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;0;0;18
Республика Татарстан, Казань, ул. Гарифа Ахунова, 14;;1;1;18000;52.0;20.0;1;0;0;0;0;0;0;0;1;1;1;0;0;1;1;1;0;0;0;1;0;0;0;0;10
Республика Татарстан, Казань, ул. Алексея Козина, 7;;2;2;35000;50.0;13.0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;18
Республика Татарстан, Казань, Чистопольская ул., 86/10;60.0;3;3;99999;100.0;15.0;10;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;22
Республика Татарстан, Казань, ул. Абсалямова, 19;;1;3;35000;50.0;17.0;16;0;1;1;1;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;20
Республика Татарстан, Казань, ул. Короленко, 28Б;21.0;1;3;29999;39.0;;5;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;21
Республика Татарстан, Казань, ул. Четаева, 43А;18.0;2;3;29999;38.0;10.0;21;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;23
Республика Татарстан, Казань, ул. Рауиса Гареева, 98;;2;1;23000;65.0;9.0;7;0;1;0;0;0;0;1;1;1;1;0;0;1;1;1;0;0;1;0;0;1;0;0;9
Республика Татарстан, Казань, ул. Натана Рахлина, 13к2;;2;2;20000;65.0;8.0;6;0;1;0;0;0;0;1;1;1;1;1;0;0;1;1;1;1;0;1;0;1;0;0;20
Республика Татарстан, Казань, ул. Ноксинский Спуск, 20;20.0;1;1;17000;33.0;9.0;3;0;0;0;0;0;0;0;1;1;1;0;0;1;1;1;0;0;0;1;0;0;0;0;10
Республика Татарстан, Казань, ул. Гастелло, 7;;2;2;35000;80.0;20.0;7;0;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;20
Республика Татарстан, Казань, ул. Лукина, 54;;1;1;17000;23.0;8.0;5;0;1;0;0;0;0;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;10
Республика Татарстан, Казань, пр-т Победы, 58;55.0;3;1;30000;80.0;10.0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;9
Республика Татарстан, Казань, ул. Маршала Чуйкова, 29А;20.0;1;2;21000;34.0;8.0;1;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;9
Республика Татарстан, Казань, ул. Академика Завойского, 15;42.0;2;2;24000;74.0;12.0;3;0;1;0;1;1;0;1;1;1;1;0;1;1;1;1;0;1;0;1;0;1;0;0;10
Республика Татарстан, Казань, ул. Декабристов, 97;30.0;2;2;27000;47.0;7.0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;5
Республика Татарстан, Казань, Чистопольская ул., 86/10;23.0;1;2;22000;25.0;;2;0;0;0;0;0;0;0;1;1;1;1;0;0;0;1;0;0;0;1;0;0;0;1;15
Республика Татарстан, Казань, пр-т Победы, 78;40.0;2;2;28000;52.0;12.0;9;0;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;18
