Living_space;Num_of_rooms;Renovation;Price;Total_area;Kitchen_area;Floor;Appliances_1;Appliances_2;Appliances_3;Appliances_4;Appliances_5;Appliances_6;Appliances_7;Appliances_8;Appliances_9;Appliances_10;Balcony_1;Balcony_2;Furniture_1;Furniture_2;Furniture_3;Internet_tv_1;Internet_tv_2;Bathroom_1;Bathroom_2;Utilities_1;Room_type_1;Room_type_2;Studio;Floors_in_b;location;coord;district_1;district_2;district_3;district_4;district_5;district_6;district_7;district_8;district_9
40.0;3;2;27000;56.0;6.0;1;0;1;1;1;1;0;1;1;1;1;0;0;1;1;1;1;1;0;1;0;1;1;0;5;8, улица Олега Кошевого, Соцгород, Авиастроительный район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420127, Россия;(55.8549668, 49.092547260442885);0;0;0;0;0;0;1;0;0
57.0;2;3;45000;80.0;23.0;14;0;1;0;1;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;19;Магнит, 27Д, Роторная улица, Приволжский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420059, Россия;(55.765019, 49.1455659);0;0;1;0;0;0;0;0;0
105.0;4;2;59999;130.0;12.0;7;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;9;Говиндас, 79, Чистопольская улица, Ново-Савиновский район, Казань, Татарстан, Приволжский федеральный округ, 421001, Россия;(55.8225778, 49.1532705);0;0;0;1;0;0;0;0;0
80.0;2;3;50000;101.0;20.0;7;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;13;50, улица Достоевского, Калуга, Вахитовский район, Казань, Татарстан, Приволжский федеральный округ, 420097, Россия;(55.78732215, 49.15367512758243);0;1;0;0;0;0;0;0;0
18.0;1;1;20000;32.0;6.0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;5;20, улица Космонавтов, Советский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420061, Россия;(55.79794175, 49.18904782034499);1;0;0;0;0;0;0;0;0
13.0;1;1;19999;28.0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;19;14, Умырзая улица, Советский район, Казань, Татарстан, Приволжский федеральный округ, 420125, Россия;(55.78774755, 49.25471856976515);1;0;0;0;0;0;0;0;0
39.0;2;2;54999;61.0;7.0;3;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;5;улица Островского, Старо-Татарская слобода, Вахитовский район, Казань, Татарстан, Приволжский федеральный округ, 420008, Россия;(55.7855934, 49.1215376);0;1;0;0;0;0;0;0;0
;2;1;25000;44.0;6.0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;100 к7, улица Восстания, Левченко, Московский район, Казань, Татарстан, Приволжский федеральный округ, 420095, Россия;(55.8370218, 49.05454375);0;0;0;0;1;0;0;0;0
20.0;1;1;24999;38.0;9.0;6;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;23;Магнит, 103, улица Рауиса Гареева, Ферма-2, Приволжский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420011, Россия;(55.7222628, 49.1725677);0;0;1;0;0;0;0;0;0
60.0;3;3;100000;85.0;15.0;11;0;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;1;0;0;20;Вита Экспресс, 2, улица Алексея Козина, Ново-Савиновский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420126, Россия;(55.8134452, 49.1362855);0;0;0;1;0;0;0;0;0
18.0;1;1;18000;33.0;6.0;1;0;1;0;0;0;0;1;1;0;1;0;0;1;1;1;1;1;0;1;0;0;0;0;5;82, улица Блюхера, 46 квартал, Московский район, Казань, Татарстан, Приволжский федеральный округ, 420102, Россия;(55.828824299999994, 49.06417520621733);0;0;0;0;1;0;0;0;0
;2;1;29000;65.0;12.0;3;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;9;Вита Экспресс, 9, улица Академика Лаврентьева, 27-й квартал, Ново-Савиновский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420133, Россия;(55.83171, 49.1513193);0;0;0;1;0;0;0;0;0
18.0;1;1;18000;38.0;9.0;3;0;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;5;13А, улица Болотникова, Кировский район, Казань, Татарстан, Приволжский федеральный округ, 420033, Россия;(55.821068100000005, 49.0484086);0;0;0;0;0;1;0;0;0
25.0;1;2;25000;45.0;12.0;15;0;1;1;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;15;11 к3, улица Баки Урманче, Ферма-2, Приволжский район, Казань, Татарстан, Приволжский федеральный округ, 420064, Россия;(55.7298641, 49.17077481644961);0;0;1;0;0;0;0;0;0
;2;1;16000;60.0;15.0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;18;Магнит, 3, улица Виктора Сажинова, ЖК Салават Купере, Залесный, Кировский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 422527, Россия;(55.86406, 48.8758618);0;0;0;0;0;1;0;0;0
25.0;1;1;8000;47.0;12.0;7;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;17;68Б, улица Мусина, Дружба, Ново-Савиновский район, Казань, Татарстан, Приволжский федеральный округ, 420136, Россия;(55.83683395, 49.12143722570559);0;0;0;1;0;0;0;0;0
18.0;1;2;23000;35.0;9.0;5;0;1;0;1;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;10;9, Меридианная улица, Ново-Савиновский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420124, Россия;(55.821324849999996, 49.11455852562072);0;0;0;1;0;0;0;0;0
;2;1;30000;55.0;8.0;7;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;1;0;9;Уральский банк реконструкции и развития, 52, улица Татарстан, Старо-Татарская слобода, Вахитовский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420021, Россия;(55.778859, 49.109741);0;1;0;0;0;0;0;0;0
;1;1;15000;16.0;;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;40, улица Короленко, Дружба, Ново-Савиновский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420044, Россия;(55.837997200000004, 49.102639400857356);0;0;0;1;0;0;0;0;0
28.0;2;3;35000;50.0;9.0;5;0;1;1;1;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;1;0;0;25;Центр детской психологии Татьяны Баширой, 1, Комсомольская улица, Козья слобода, Кировский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420021, Россия;(55.8106416, 49.0960116);0;0;0;0;0;1;0;0;0
;2;2;22000;73.0;10.0;17;0;1;0;1;0;0;1;1;1;1;0;0;1;1;1;1;1;0;0;0;1;0;0;17;89В, улица Декабристов, Кизическая слобода, Московский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420034, Россия;(55.81927855, 49.08803722463651);0;0;0;0;1;0;0;0;0
18.0;1;2;25000;40.0;10.0;3;0;1;0;1;0;0;1;1;1;1;1;0;1;1;1;0;1;0;1;0;0;0;0;8;70, улица Волкова, Калуга, Вахитовский район, Казань, Татарстан, Приволжский федеральный округ, 420012, Россия;(55.787447150000006, 49.144183671846115);0;1;0;0;0;0;0;0;0
18.0;1;1;18000;30.0;6.0;2;0;1;0;0;0;0;1;1;1;1;0;0;1;1;1;1;0;0;1;0;0;0;0;5;1, улица Ярослава Гашека, Дружба, Ново-Савиновский район, Казань, Татарстан, Приволжский федеральный округ, 420094, Россия;(55.8382708, 49.10886281289753);0;0;0;1;0;0;0;0;0
38.0;2;2;28000;68.0;12.0;6;0;1;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;0;0;24;4В, проезд Яраткан, Город-парк «Новые Горки», Советский район, Казань, Татарстан, Приволжский федеральный округ, 420104, Россия;(55.760322, 49.19814001021616);1;0;0;0;0;0;0;0;0
;1;2;22000;42.0;12.0;2;0;1;0;0;0;0;0;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;21;23, улица Академика Завойского, Восточный, Приволжский район, Казань, Татарстан, Приволжский федеральный округ, 420141, Россия;(55.7591006, 49.2459586452654);0;0;1;0;0;0;0;0;0
32.0;2;2;24000;48.0;10.0;1;0;1;0;1;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;9;Ozon, 4А, Олонецкая улица, Царицино, Советский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420088, Россия;(55.812978, 49.1982043);1;0;0;0;0;0;0;0;0
23.0;1;2;30000;42.0;11.0;20;0;1;1;0;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;25;26Б, улица Родины, Советский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420104, Россия;(55.76427215, 49.19301753517122);1;0;0;0;0;0;0;0;0
;2;2;20000;70.0;20.0;4;0;1;1;1;0;0;1;1;1;1;0;0;1;1;1;1;1;0;0;0;1;0;0;17;Пятёрочка, 123, улица Хади Такташа, Воскресенский, Приволжский район, Казань, Татарстан, Приволжский федеральный округ, 420107, Россия;(55.7667077, 49.135393);0;0;1;0;0;0;0;0;0
30.0;2;3;35000;75.0;30.0;10;0;1;1;1;1;0;1;1;1;1;0;0;1;1;1;0;0;0;1;0;1;0;0;10;family_beautytime_kzn, 34, улица Кул Гали, Алтан, Приволжский район, Казань, Татарстан, Приволжский федеральный округ, 420141, Россия;(55.7501542, 49.2462775);0;0;1;0;0;0;0;0;0
34.0;2;1;15000;50.0;11.0;7;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;10;3А, улица Генерала Махмута Гареева, Залесный, Кировский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420076, Россия;(55.85728925, 48.90984798820969);0;0;0;0;0;1;0;0;0
;2;2;35000;60.0;15.0;7;0;1;1;1;1;0;1;1;1;1;0;0;1;1;1;1;1;0;0;0;1;0;0;22;88, Чистопольская улица, Ново-Савиновский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 421001, Россия;(55.81840175, 49.14689051949904);0;0;0;1;0;0;0;0;0
;1;1;15000;30.0;7.0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;31, улица Белинского, Грабарский, Авиастроительный район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420036, Россия;(55.8526934, 49.069160899650726);0;0;0;0;0;0;1;0;0
57.0;2;3;35000;80.0;23.0;2;0;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;0;0;9;3, Спортивная улица, Советский район, Казань, Татарстан, Приволжский федеральный округ, 420073, Россия;(55.788275999999996, 49.17304695);1;0;0;0;0;0;0;0;0
;2;2;35000;60.0;15.0;7;0;1;1;1;1;0;1;1;1;1;0;0;1;1;1;1;1;0;0;0;1;0;0;22;88, Чистопольская улица, Ново-Савиновский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 421001, Россия;(55.81840175, 49.14689051949904);0;0;0;1;0;0;0;0;0
34.0;2;1;15000;50.0;11.0;7;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;10;3А, улица Генерала Махмута Гареева, Залесный, Кировский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420076, Россия;(55.85728925, 48.90984798820969);0;0;0;0;0;1;0;0;0
;1;1;15000;30.0;7.0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;31, улица Белинского, Грабарский, Авиастроительный район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420036, Россия;(55.8526934, 49.069160899650726);0;0;0;0;0;0;1;0;0
57.0;2;3;35000;80.0;23.0;2;0;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;0;0;9;3, Спортивная улица, Советский район, Казань, Татарстан, Приволжский федеральный округ, 420073, Россия;(55.788275999999996, 49.17304695);1;0;0;0;0;0;0;0;0
70.0;4;3;60000;130.0;25.0;5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;9;Raccoon coffee, 81, Чистопольская улица, Ново-Савиновский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 421001, Россия;(55.8224872, 49.1505979);0;0;0;1;0;0;0;0;0
48.0;2;2;80000;65.0;13.0;12;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;1;0;0;0;1;0;0;14;11, улица Чингиза Айтматова, Азино-2, Советский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420140, Россия;(55.7664313, 49.23809759631101);1;0;0;0;0;0;0;0;0
17.0;1;2;22000;40.8;9.0;6;0;1;0;1;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;14;Магнит, 4, улица Адоратского, Ново-Савиновский район, Казань, Татарстан, Приволжский федеральный округ, 421001, Россия;(55.8233922, 49.1485695);0;0;0;1;0;0;0;0;0
;2;2;25000;47.0;6.0;2;0;1;1;1;0;0;1;1;1;1;0;0;1;1;1;0;1;0;0;0;1;1;0;5;33, улица Шамиля Усманова, Московский район, Казань, Татарстан, Приволжский федеральный округ, 420095, Россия;(55.831439599999996, 49.06373745);0;0;0;0;1;0;0;0;0
12.0;1;2;23000;36.0;10.0;9;0;1;0;0;0;0;1;1;1;1;0;1;1;1;1;0;1;0;1;0;0;0;0;14;64, Чистопольская улица, Ново-Савиновский район, Казань, Татарстан, Приволжский федеральный округ, 420126, Россия;(55.81715695, 49.13514184287345);0;0;0;1;0;0;0;0;0
;2;2;25000;54.0;10.0;3;0;1;0;1;0;0;1;1;1;1;0;0;1;1;1;1;1;0;1;0;1;0;0;5;105, улица Декабристов, Кизическая слобода, Московский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420034, Россия;(55.82156485, 49.086097699999996);0;0;0;0;1;0;0;0;0
